,rounded-date,ABUNDANCE,BIOMAS
0,1980-07-01,0.15,1.72
1,1980-08-01,1.3000000000000003,15.352142857142857
2,1980-09-01,1.132608695652174,14.946956521739128
3,1980-10-01,6.383076923076923,75.8146153846154
4,1980-11-01,6.640000000000001,104.465
5,1980-12-01,,
6,1981-01-01,,
7,1981-02-01,,
8,1981-03-01,,
9,1981-04-01,0.06,0.64
10,1981-05-01,2.38,25.49
11,1981-06-01,2.4532,26.273199999999996
12,1981-07-01,2.5759999999999996,27.590000000000003
13,1981-08-01,0.07,0.7525
14,1981-09-01,0.5678947368421052,6.082105263157895
15,1981-10-01,1.1675,12.503333333333332
16,1981-11-01,,
17,1981-12-01,,
18,1982-01-01,0.6799999999999999,3.8549999999999995
19,1982-02-01,0.2866666666666667,1.89
20,1982-03-01,,
21,1982-04-01,,
22,1982-05-01,5.744,38.68
23,1982-06-01,16.0236,188.6092
24,1982-07-01,6.6114999999999995,93.7875
25,1982-08-01,6.466956521739131,95.23260869565217
26,1982-09-01,5.894,68.694
27,1982-10-01,6.83,40.0985
28,1982-11-01,9.419999999999998,83.72
29,1982-12-01,,
30,1983-01-01,,
31,1983-02-01,,
32,1983-03-01,,
33,1983-04-01,0.5628571428571428,5.722857142857143
34,1983-05-01,13.615,134.605
35,1983-06-01,16.916,190.5464
36,1983-07-01,5.202105263157895,72.36157894736843
37,1983-08-01,3.3634782608695653,37.15217391304348
38,1983-09-01,2.996,33.8865
39,1983-10-01,2.3874999999999997,23.170416666666668
40,1983-11-01,,
41,1983-12-01,,
42,1984-01-01,0.28,4.295
43,1984-02-01,,
44,1984-03-01,,
45,1984-04-01,0.06,0.5
46,1984-05-01,15.579999999999998,168.85894736842107
47,1984-06-01,2.6157142857142857,33.13619047619048
48,1984-07-01,1.2668,16.8676
49,1984-08-01,1.797,21.2135
50,1984-09-01,4.5915,38.6315
51,1984-10-01,3.6452,31.621599999999997
52,1984-11-01,2.33,23.650000000000002
53,1984-12-01,,
54,1985-01-01,7.075,84.905
55,1985-02-01,3.51,42.915
56,1985-03-01,1.62,21.6
57,1985-04-01,2.3685714285714283,28.478571428571428
58,1985-05-01,15.383846153846154,172.13615384615383
59,1985-06-01,15.291428571428572,192.1995238095238
60,1985-07-01,11.131200000000002,147.41639999999998
61,1985-08-01,1.9025,24.224999999999998
62,1985-09-01,0.5346666666666666,3.708
63,1985-10-01,1.2011111111111112,11.750555555555556
64,1985-11-01,3.3230000000000004,31.346000000000004
65,1985-12-01,,
66,1986-01-01,7.3025,87.345
67,1986-02-01,1.7433333333333334,23.436666666666667
68,1986-03-01,0.885,12.114999999999998
69,1986-04-01,1.0885714285714285,14.941428571428572
70,1986-05-01,14.791,176.825
71,1986-06-01,14.993684210526316,224.13736842105263
72,1986-07-01,8.849130434782609,136.67652173913044
73,1986-08-01,2.375,37.69785714285714
74,1986-09-01,1.0747826086956522,15.563478260869564
75,1986-10-01,0.9266666666666666,12.974444444444444
76,1986-11-01,2.4633333333333334,36.016666666666666
77,1986-12-01,,
78,1987-01-01,,
79,1987-02-01,,
80,1987-03-01,,
81,1987-04-01,0.18,1.62
82,1987-05-01,0.2,1.84
83,1987-06-01,,
84,1987-07-01,,
85,1987-08-01,0.215,1.1325
86,1987-09-01,0.33625,1.7974999999999999
87,1987-10-01,0.20545454545454545,1.5954545454545455
88,1987-11-01,,
89,1987-12-01,,
90,1988-01-01,,
91,1988-02-01,,
92,1988-03-01,,
93,1988-04-01,,
94,1988-05-01,0.6557142857142857,3.8871428571428575
95,1988-06-01,6.845999999999999,68.296
96,1988-07-01,2.96,42.235263157894735
97,1988-08-01,5.042727272727273,59.14636363636364
98,1988-09-01,3.7600000000000002,39.94619047619047
99,1988-10-01,6.6276,73.0916
100,1988-11-01,6.72,79.83
101,1988-12-01,,
102,1989-01-01,,
103,1989-02-01,2.21,35.25
104,1989-03-01,,
105,1989-04-01,3.037777777777778,31.745555555555555
106,1989-05-01,3.815625,35.9525
107,1989-06-01,1.9108333333333334,21.385
108,1989-07-01,0.19,2.465
109,1989-08-01,0.32,2.15
110,1989-09-01,0.4575,3.2800000000000002
111,1989-10-01,1.1645454545454546,10.114545454545455
112,1989-11-01,0.635,8.185
113,1989-12-01,,
114,1990-01-01,1.205,12.094999999999999
115,1990-02-01,,
116,1990-03-01,,
117,1990-04-01,1.2625,13.92
118,1990-05-01,17.247857142857143,165.75142857142856
119,1990-06-01,17.37333333333333,201.39222222222222
120,1990-07-01,8.7408,124.2248
121,1990-08-01,0.8216666666666667,9.220833333333333
122,1990-09-01,0.83125,7.965
123,1990-10-01,1.699375,17.86625
124,1990-11-01,,
125,1990-12-01,,
126,1991-01-01,,
127,1991-02-01,,
128,1991-03-01,,
129,1991-04-01,11.327,110.274
130,1991-05-01,25.930555555555557,284.3888888888889
131,1991-06-01,15.776,197.426
132,1991-07-01,3.950454545454545,55.63545454545454
133,1991-08-01,0.2672727272727273,2.2845454545454547
134,1991-09-01,1.158125,9.493125
135,1991-10-01,1.7914285714285716,15.124285714285715
136,1991-11-01,,
137,1991-12-01,,
138,1992-01-01,,
139,1992-02-01,,
140,1992-03-01,,
141,1992-04-01,1.82,19.19
142,1992-05-01,10.186,123.24100000000001
143,1992-06-01,16.313599999999997,249.93919999999997
144,1992-07-01,12.2645,184.5165
145,1992-08-01,6.628888888888889,91.565
146,1992-09-01,1.475,25.088333333333335
147,1992-10-01,0.34615384615384615,4.836923076923077
148,1992-11-01,0.258,4.7059999999999995
149,1992-12-01,,
150,1993-01-01,,
151,1993-02-01,,
152,1993-03-01,,
153,1993-04-01,,
154,1993-05-01,,
155,1993-06-01,,
156,1993-07-01,0.14,3.42
157,1993-08-01,0.24714285714285714,4.715714285714285
158,1993-09-01,0.16999999999999998,2.075
159,1993-10-01,0.29375,2.92875
160,1993-11-01,,
161,1993-12-01,,
162,1994-01-01,0.06,0.43
163,1994-02-01,,
164,1994-03-01,0.07,1.43
165,1994-04-01,0.14500000000000002,1.8399999999999999
166,1994-05-01,2.06,20.92076923076923
167,1994-06-01,3.8455,56.85850000000001
168,1994-07-01,4.153684210526316,50.85157894736842
169,1994-08-01,1.3534782608695652,24.626956521739128
170,1994-09-01,0.806,14.0595
171,1994-10-01,0.6755,11.938500000000001
172,1994-11-01,0.7875,14.6675
173,1994-12-01,,
174,1995-01-01,0.07,0.8
175,1995-02-01,0.01,0.1
176,1995-03-01,0.05,0.545
177,1995-04-01,0.075,0.61
178,1995-05-01,0.77,7.815
179,1995-06-01,0.30833333333333335,3.5216666666666665
180,1995-07-01,0.15000000000000002,1.8599999999999999
181,1995-08-01,0.39666666666666667,4.473333333333334
182,1995-09-01,0.43600000000000005,3.6109999999999998
183,1995-10-01,0.7988235294117647,7.251176470588235
184,1995-11-01,2.43,22.53
185,1995-12-01,,
186,1996-01-01,,
187,1996-02-01,0.025,0.24
188,1996-03-01,,
189,1996-04-01,0.175,1.565
190,1996-05-01,4.785714285714286,49.74714285714286
191,1996-06-01,1.332,15.786000000000001
192,1996-07-01,0.697,7.239
193,1996-08-01,0.515,6.765000000000001
194,1996-09-01,1.04,13.81736842105263
195,1996-10-01,1.9030769230769229,22.693076923076923
196,1996-11-01,3.936,47.674
197,1996-12-01,,
198,1997-01-01,,
199,1997-02-01,,
200,1997-03-01,,
201,1997-04-01,0.36,2.8850000000000002
202,1997-05-01,0.9853333333333333,10.914666666666667
203,1997-06-01,0.7522222222222221,5.247777777777778
204,1997-07-01,,
205,1997-08-01,0.4655555555555555,7.397777777777778
206,1997-09-01,2.8313043478260873,32.83304347826087
207,1997-10-01,4.021,47.4765
208,1997-11-01,,
209,1997-12-01,,
210,1998-01-01,,
211,1998-02-01,0.9450000000000001,12.549999999999999
212,1998-03-01,0.45,6.33
213,1998-04-01,0.18125,2.9924999999999997
214,1998-05-01,4.67,54.760555555555555
215,1998-06-01,6.91,96.73125
216,1998-07-01,13.49375,169.405
217,1998-08-01,3.2112,40.032
218,1998-09-01,1.9873333333333334,21.892666666666667
219,1998-10-01,2.1392857142857142,20.62142857142857
220,1998-11-01,1.8,20.026666666666667
221,1998-12-01,,
222,1999-01-01,,
223,1999-02-01,2.48,33.18
