,rounded-date,ABUNDANCE,BIOMAS
0,1979-02-01,0.28,1.68
1,1979-03-01,,
2,1979-04-01,0.405,3.74
3,1979-05-01,5.925000000000001,33.49
4,1979-06-01,8.958571428571428,46.11857142857143
5,1979-07-01,18.777,66.982
6,1979-08-01,20.6125,55.24
7,1979-09-01,18.48875,72.5275
8,1979-10-01,9.786666666666667,81.89166666666667
9,1979-11-01,4.34,30.09
10,1979-12-01,,
11,1980-01-01,,
12,1980-02-01,,
13,1980-03-01,,
14,1980-04-01,3.3025,7.77
15,1980-05-01,14.6,68.812
16,1980-06-01,15.426666666666668,60.73888888888889
17,1980-07-01,17.01,74.5425
18,1980-08-01,21.68285714285714,59.41428571428571
19,1980-09-01,18.47,46.423
20,1980-10-01,14.324000000000002,73.232
21,1980-11-01,18.44,178.81
22,1980-12-01,,
23,1981-01-01,10.8,83.02
24,1981-02-01,,
25,1981-03-01,,
26,1981-04-01,9.8875,37.792500000000004
27,1981-05-01,46.805,127.695
28,1981-06-01,21.96,62.082857142857144
29,1981-07-01,12.57625,13.9
30,1981-08-01,12.842500000000001,29.201249999999998
31,1981-09-01,11.794,43.108
32,1981-10-01,9.735,35.92
33,1981-11-01,,
34,1981-12-01,,
35,1982-01-01,9.58,58.5
36,1982-02-01,5.816666666666666,34.12
37,1982-03-01,,
38,1982-04-01,,
39,1982-05-01,9.358,24.045
40,1982-06-01,8.1556,23.6732
41,1982-07-01,13.7195,26.133499999999998
42,1982-08-01,11.535238095238096,31.555714285714284
43,1982-09-01,7.885,19.213
44,1982-10-01,6.3055,19.151999999999997
45,1982-11-01,2.5,10.698
46,1982-12-01,,
47,1983-01-01,,
48,1983-02-01,,
49,1983-03-01,,
50,1983-04-01,2.1871428571428573,6.884285714285714
51,1983-05-01,9.997857142857143,25.923571428571428
52,1983-06-01,12.212,34.7548
53,1983-07-01,9.368,16.8425
54,1983-08-01,9.607999999999999,24.156
55,1983-09-01,10.0145,29.4135
56,1983-10-01,10.982000000000001,50.9944
57,1983-11-01,,
58,1983-12-01,,
59,1984-01-01,7.865,36.03
60,1984-02-01,7.7700000000000005,53.065
